Joke,Category,Likes,Dislikes,Like%
A doctor and a lawyer are talking at a party. Their conversation is constantly interrupted by people describing their ailments and asking the doctor for free medical advice. After an hour of this^ the exasperated doctor asks the lawyer^ "What do you do to stop people from asking you for legal advice when you're out of the office?" "I give it to them^" replies the lawyer^ "and then I send them a bill." The doctor is shocked^ but agrees to give it a try. The next day^ still feeling slightly guilty^ the doctor prepares the bills. When he goes to place them in his mailbox^ he finds a bill from the lawyer.,office-jokes,722,95,0.88372093
Three doctors are discussing which types of patients they prefer. Doctor Watson says^ ''I prefer librarians. All their organs are alphabetized.'' Doctor Fitzpatrick says^ ''I prefer mathematicians. All their organs are numbered.'' Doctor Ahn says^ ''I prefer lawyers. They’re gutless^ heartless^ brainless^ spineless^ and their heads and rear-ends are interchangeable.'',office-jokes,657,155,0.8091133
A lawyer is standing in a long line at the box office. Suddenly^ he feels a pair of hands kneading his shoulders^ back^ and neck. The lawyer turns around. "What the hell do you think you're doing?" "I'm a chiropractor^ and I'm just keeping in practice while I'm waiting in line." "Well^ I'm a lawyer^ but you don't see me screwing the guy in front of me^ do you?",office-jokes,636,412,0.60687023
If con is the opposite of pro^ then is Congress the opposite of progress?,political-jokes,2973,724,0.80416554
I was walking down the street and I punched of a white guy and then I was arrested for assault. The next day after I got out^ I punched a black guy and I was arrested for impersonating a police officer.,political-jokes,2775,955,0.74396783
A worldwide survey was conducted by the UN. The only question asked was: "Would you please give your honest opinion about solutions to the food shortage in the rest of the world?" The survey was a huge failure. In Africa they didn't know what "food" meant. In Eastern Europe they didn't know what "honest" meant. In Western Europe they didn't know what "shortage" meant. In China they didn't know what "opinion" meant. In the Middle East they didn't know what "solution" meant. In South America they didn't know what "please" meant. And in the USA they didn't know what "the rest of the world" meant.,political-jokes,2665,645,0.80513597
Politicians and diapers have one thing in common: they should both be changed regularly… and for the same reason.,political-jokes,2228,374,0.8562644
Q: Have you heard about McDonald’s new Obama Value Meal? A: Order anything you like and the guy behind you has to pay for it.,political-jokes,1823,761,0.70549536
Three contractors are bidding to fix a broken fence at the White House. One is from Chicago^ another is from Tennessee^ and the third is from Minnesota. All three go with a White House official to examine the fence. The Minnesota contractor takes out a tape measure and does some measuring^ then works some figures with a pencil. "Well^" he says^ "I figure the job will run about $900. $400 for materials^ $400 for my crew^ and $100 profit for me." The Tennessee contractor also does some measuring and figuring^ then says^ "I can do this job for $700. $300 for materials^ $300 for my crew^ and $100 profit for me." The Chicago contractor doesn't measure or figure^ but leans over to the White House official and whispers^ "$2^700." The official^ incredulous^ says^ "You didn't even measure like the other guys! How did you come up with such a high figure?" The Chicago contractor whispers back^ "$1000 for me^ $1000 for you^ and we hire the guy from Tennessee to fix the fence." "Done!" replies the government official. And that^ my friends^ is how the new stimulus plan will work.,political-jokes,1804,344,0.839851
A little boy goes to his dad and asks^ "What is politics?" The dad says^ "Well son^ let me try to explain it this way: I'm the breadwinner of the family^ so let's call me capitalism. Your mother^ she's the administrator of the money^ so we'll call her the government. We're here to take care of your needs^ so we'll call you the people. The nanny^ we'll consider her the working class. And your baby brother^ we'll call him the future. Now^ think about that and see if that makes sense." The little boy goes off to bed thinking about what dad had said. Later that night^ he hears his baby brother crying^ so he gets up to check on him. He finds that the baby has soiled his diaper. The little boy goes to his parents' room and finds his mother sound asleep. Not wanting to wake her^ he goes to the nanny's room. Finding the door locked^ he peeks in the keyhole and sees his father in bed with the nanny. He gives up and goes back to bed. The next morning^ the little boy says to his father^ "Dad^ I think I understand the concept of politics now." The father says^ "Good son^ tell me in your own words what you think politics is all about." The little boy replies^ "Well^ while capitalism is screwing the working class^ the government is sound asleep^ the people are being ignored and the future is in deep shit.",political-jokes,1651,295,0.848407
Q: Why is England the wettest country? A: Because so many kings and queens have been reigning there.,political-jokes,1325,1586,0.45517004
When asked if they would have sex with Bill Clinton^ 86% of women in D.C. said^ "Not again.",political-jokes,1193,221,0.8437058
Q: How many politicians does it take to change a light bulb? A: Two: one to change it and another one to change it back again.,political-jokes,1139,561,0.67
Did you hear about Monica Lewinsky becoming a Republican? The Democrats left a bad taste in her mouth.,political-jokes,836,427,0.6619161
We used to have Reagan^ Jonny Cash^ and Bob Hope. Now we have Obama^ no cash^ and no hope.,political-jokes,803,470,0.6307934
If con is the opposite of pro^ then is Congress the opposite of progress?,political-jokes,2973,724,0.80416554
I was walking down the street and I punched of a white guy and then I was arrested for assault. The next day after I got out^ I punched a black guy and I was arrested for impersonating a police officer.,political-jokes,2775,955,0.74396783
A worldwide survey was conducted by the UN. The only question asked was: "Would you please give your honest opinion about solutions to the food shortage in the rest of the world?" The survey was a huge failure. In Africa they didn't know what "food" meant. In Eastern Europe they didn't know what "honest" meant. In Western Europe they didn't know what "shortage" meant. In China they didn't know what "opinion" meant. In the Middle East they didn't know what "solution" meant. In South America they didn't know what "please" meant. And in the USA they didn't know what "the rest of the world" meant.,political-jokes,2665,645,0.80513597
Politicians and diapers have one thing in common: they should both be changed regularly… and for the same reason.,political-jokes,2228,374,0.8562644
Q: Have you heard about McDonald’s new Obama Value Meal? A: Order anything you like and the guy behind you has to pay for it.,political-jokes,1823,761,0.70549536
Three contractors are bidding to fix a broken fence at the White House. One is from Chicago^ another is from Tennessee^ and the third is from Minnesota. All three go with a White House official to examine the fence. The Minnesota contractor takes out a tape measure and does some measuring^ then works some figures with a pencil. "Well^" he says^ "I figure the job will run about $900. $400 for materials^ $400 for my crew^ and $100 profit for me." The Tennessee contractor also does some measuring and figuring^ then says^ "I can do this job for $700. $300 for materials^ $300 for my crew^ and $100 profit for me." The Chicago contractor doesn't measure or figure^ but leans over to the White House official and whispers^ "$2^700." The official^ incredulous^ says^ "You didn't even measure like the other guys! How did you come up with such a high figure?" The Chicago contractor whispers back^ "$1000 for me^ $1000 for you^ and we hire the guy from Tennessee to fix the fence." "Done!" replies the government official. And that^ my friends^ is how the new stimulus plan will work.,political-jokes,1804,344,0.839851
A little boy goes to his dad and asks^ "What is politics?" The dad says^ "Well son^ let me try to explain it this way: I'm the breadwinner of the family^ so let's call me capitalism. Your mother^ she's the administrator of the money^ so we'll call her the government. We're here to take care of your needs^ so we'll call you the people. The nanny^ we'll consider her the working class. And your baby brother^ we'll call him the future. Now^ think about that and see if that makes sense." The little boy goes off to bed thinking about what dad had said. Later that night^ he hears his baby brother crying^ so he gets up to check on him. He finds that the baby has soiled his diaper. The little boy goes to his parents' room and finds his mother sound asleep. Not wanting to wake her^ he goes to the nanny's room. Finding the door locked^ he peeks in the keyhole and sees his father in bed with the nanny. He gives up and goes back to bed. The next morning^ the little boy says to his father^ "Dad^ I think I understand the concept of politics now." The father says^ "Good son^ tell me in your own words what you think politics is all about." The little boy replies^ "Well^ while capitalism is screwing the working class^ the government is sound asleep^ the people are being ignored and the future is in deep shit.",political-jokes,1651,295,0.848407
